"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-17","0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-18","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-19","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-20","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-21","0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-24","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-25","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-26","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-27","0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-28","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-29","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-30","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-01-31","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-01","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-02","0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-03","1.55",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-04","0.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-05","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-06","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-07","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-08","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-09","0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-10","0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-11","0.00","T,,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-12","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-13","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-14","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-15","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-16","1.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-17","0.07",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-18","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-19","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-20","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-21","0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-22","0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-23","1.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-24","1.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-25","0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-26","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-27","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-02-28","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-02","0.47",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-03","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-04","0.73",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-05","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-06","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-07","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-08","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-09","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-10","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-11","0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-12","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-13","0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-14","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-15","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-16","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-17","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-18","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-19","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-20","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-21","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-22","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-23","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-24","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-25","0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-26","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-27","0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-28","0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-29","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-30","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-03-31","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-01","1.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-02","0.60",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-03","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-04","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-05","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-06","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-07","0.35",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-08","0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-09","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-10","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-11","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-12","0.58",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-14","0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-17","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","33.8766","-84.284","289.0","2016-04-18","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-01","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-03","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-04","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-05","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-06","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-07","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-08","0.30",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-09","0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-10","0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-11","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-12","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-13","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-14","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-15","0.98",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-16","0.55",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-17","0.12",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-18","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-19","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-20","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-21","0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-22","1.94",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-23","0.12",",,N",,,"0.1",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-24","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-25","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-26","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-27","0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-28","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-29","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-01-31","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-01","0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-02","0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-03","2.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-04","0.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-05","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-06","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-08","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-09","0.00","T,,N",,,"0.0","T,,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-10","0.00","T,,N",,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-11","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-12","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-13","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-15","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-18","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-19","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-20","0.00",",,N",,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2016-02-21","0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
